BusinessName,Address,CITY,State,ZIP,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,Latitude,Longitude,Neighbourhood
Hunter's,110 Dorchester,South Boston,MA,2127,Active,FS,Eating & Drinking,10/24/19 14:53,42.335139,-71.04595,South Boston
Huong Que Vietnamese Restaurant,272 Adams,Dorchester,MA,2122,Active,FS,Eating & Drinking,7/8/20 14:19,42.299882,-71.058388,Dorchester
HURRICANE O'REILLY'S,150 Canal,Boston,MA,2114,Active,FS,Eating & Drinking,10/17/17 11:19,42.3648,-71.0608,Downtown
HYATT CONF. & HOTEL (FS),101 Harborside,East Boston,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:34,42.359198,-71.027191,East Boston
Hyatt Place Boston/Seaport District,295 Northern,Boston,MA,2210,Active,FS,Eating & Drinking,4/6/20 8:51,42.347784,-71.037195,South Boston Waterfront
Hyatt Regency Boston,1 Avenue De Lafayette,Boston,MA,2111,Active,FS,Eating & Drinking,12/7/06 13:36,42.353254,-71.061258,Downtown
Ichiban Yakitori Sushi House,14 Westland,Boston,MA,2115,Active,FS,Eating & Drinking,3/28/13 9:33,42.343206,-71.086749,Back Bay
Icon,100 Warrenton,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,42.350776,-71.066229,Downtown
IDEAL CAFE 'D PIZZA,482 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,3/23/07 10:45,42.31858,-71.11206,Jamaica Plain
IDEAL SUB SHOP,522 Dudley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.322343,-71.072418,Dorchester
iFresh Noodle,182 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,8/22/19 14:47,42.352986,-71.133668,Allston
Il Molo,326 Commercial,Boston,MA,2109,Active,FS,Eating & Drinking,7/5/16 12:31,0,0,Downtown
IL NIDO,257 North,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,42.363673,-71.051898,Downtown
Il Panino Cafe and Grill,268 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,4/13/11 9:34,0,0,Jamaica Plain
Il Panino Restaurant,7 Parmenter,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,42.363904,-71.054768,Downtown
Ilmondo Pizzaria,738 Huntington,Mission Hill,MA,2115,Active,FT,Eating & Drinking w/ Take Out,1/9/18 13:39,42.333711,-71.105368,Mission Hill
Ilona,493 Massachusetts,Roxbury,MA,2118,Active,FS,Eating & Drinking,11/8/18 11:32,0,0,Roxbury
Imperial Kitchen,50 Corinth,Roslindale,MA,2131,Active,FS,Eating & Drinking,9/6/12 15:19,42.285933,-71.129089,Roslindale
INBOUND PIZZA & RESTAURANT,1232 Commonwealth,Allston,MA,2134,Active,FS,Eating & Drinking,12/7/06 13:36,42.349822,-71.131038,Allston
INCHU K13,201 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,7/22/21 12:36,42.344649,-71.102201,Fenway
India Quality,484 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.34854,-71.09422,Fenway
Indian Kitchen,7 Craftsman,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,8/5/19 11:59,42.353869,-71.13572,Allston
Insomnia Cookies,100 Tremont,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,3/27/19 13:36,42.357232,-71.060979,Downtown
Insomnia Cookies,708 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,3/28/13 10:58,42.34954,-71.1054,Fenway
Integrated Sciences Complex Cafe,100 William T Morrissey,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,7/10/14 9:15,42.313144,-71.038947,Dorchester
Intelligentsia Coffee,225 Franklin,Boston,MA,2110,Active,FS,Eating & Drinking,3/21/18 9:51,42.356135,-71.054068,Downtown
Intercontinental Boston - Clipper Room,500 Atlantic,Boston,MA,2210,Active,FS,Eating & Drinking,4/27/07 8:42,42.3541,-71.05228,Downtown
Intercontinental Boston - Rumba Bar,500 Atlantic,Boston,MA,2210,Active,FS,Eating & Drinking,12/5/06 12:28,42.3541,-71.05228,Downtown
International House of Pancake,1850 SOLDIERS FIELD,BRIGHTON,MA,2135,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,BRIGHTON
Invi Restaurant,761 Morton,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,1/23/18 11:50,42.283478,-71.089409,Mattapan
Irashai Sushi and Teriyaki,8 Kneeland,Boston,MA,2111,Active,FS,Eating & Drinking,4/5/11 11:29,42.351008,-71.062428,Chinatown
IRIE JAMAICAN STYLE RESTAURANT,851 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/22/14 14:07,42.281873,-71.071408,Dorchester
Irish Village Inc.,224 Market,Brighton,MA,2135,Active,FS,Eating & Drinking,12/7/06 13:34,42.35491,-71.14966,Brighton
IRON MOUNTAIN,1 Federal,Boston,MA,2110,Active,FS,Eating & Drinking,1/17/14 12:37,42.3561,-71.05695,Downtown
ISLAND STYLE INC.,183 Washington,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.303349,-71.07876,Dorchester
Isshindou Ramen,1 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,1/29/19 12:20,42.352411,-71.125329,Allston
Itadaki,269 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,5/13/11 8:58,42.349544,-71.083565,Back Bay
Italian Pizza & Sub Express,162 South,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,10/3/16 12:09,42.304101,-71.114452,Jamaica Plain
J & J IRISH PUB & GRILLE,1130 Dorchester,Dorchester,MA,2122,Active,FS,Eating & Drinking,12/7/06 13:34,42.312214,-71.057191,Dorchester
J J Foley's Cafe,117 EAST BERKELEY,BOSTON,MA,2118,Active,FS,Eating & Drinking,6/27/07 15:46,0,0,South End
J J FOLEY'S GRILL INC.,19 KINGSTON,BOSTON,MA,2111,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,Downtown
J M Curley,21 Temple,Boston,MA,2111,Active,FS,Eating & Drinking,6/29/11 15:02,42.3552,-71.06239,Downtown
J P House of Pizza,775 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,12/3/12 13:02,42.31006,-71.11548,Jamaica Plain
J P Licks @ Charles Street,144 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/16/12 10:58,42.35998,-71.071,Beacon Hill
J P Licks@Boylston St.,1106 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,9/14/12 10:23,42.346828,-71.08857,Back Bay
J. J. DONOVAN INC.,200 FANEUIL HALL MARKET,BOSTON,MA,2109,Active,FS,Eating & Drinking,4/11/07 11:15,0,0,Downtown
J. P. Roti Shop,482 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,6/28/16 12:34,0,0,Dorchester
J. P. SEAFOOD CAFE INC.,730 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,12/7/06 13:34,42.310802,-71.114458,Jamaica Plain
J. Pace & Son Uptown,225 Northern,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,3/18/09 9:37,42.348075,-71.039263,South Boston Waterfront
J.P. Licks @ Southbay,20 District,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,12/12/17 10:59,0,0,Dorchester
J.P. LICKS AT W.R.  INC.,661 V F W ,WEST ROXBURY,MA,2467,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,0,0,WEST ROXBURY
J.P. LICKS INC.,659 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.312887,-71.114449,Jamaica Plain
Jack's Abby - Track Zero Taproom,100 Legends,Boston,MA,2114,Active,FS,Eating & Drinking,10/10/07 8:05,0,0,West End
Jacques,77 Broadway,Boston,MA,2215,Active,FS,Eating & Drinking,12/7/06 13:33,42.349957,-71.06744,Bay Village
Jade Garden Restaurant,20 Tyler,Boston,MA,2111,Active,FS,Eating & Drinking,6/4/09 12:49,42.35069,-71.06057,Chinatown
Jaho Coffee & Tea,1651 Washington,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,3/8/11 8:40,42.3379,-71.07541,Roxbury
Jaho Coffee Roaster & Wine Bar,116 Huntington,Boston,MA,2116,Active,FS,Eating & Drinking,9/15/17 9:39,42.34651,-71.07976,Back Bay
Jaho Coffee Roaster & Wine Bar,659 Washington,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/5/14 8:29,42.35183,-71.06321,Chinatown
JAK Pizzeria,50 Maverick,East Boston,MA,2128,Active,FS,Eating & Drinking,11/6/17 9:37,42.37017,-71.03868,East Boston
Jamaica Mi Hungry,182 Western,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,7/30/20 14:36,42.362961,-71.129376,Allston
Jamaica Mi Hungry,223 Centre,Jamaica Plain,MA,2119,Active,FT,Eating & Drinking w/ Take Out,8/2/19 14:52,0,0,Jamaica Plain
JC Smoothies,2 Copley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,9/18/18 10:29,0,0,Back Bay
JEANIE JOHNSTON PUB,144 South,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,12/7/06 13:36,42.305066,-71.114449,Jamaica Plain
Jen Lai Noodle and Rice Co.,1 FANEUIL HALL MKT PL,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,4/1/07 9:39,0,0,Downtown
JENNY'S PIZZA,320 Medford,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.38126,-71.06301,Charlestown
Jersey Mikes Subs,462 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,3/29/21 14:04,42.348735,-71.158992,Brighton
Jeveli's,387 Chelsea,East Boston,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:33,42.379491,-71.027388,East Boston
Jillian's Billiard Club,145 Ipswich,Boston,MA,2215,Active,FS,Eating & Drinking,12/7/06 13:34,42.347411,-71.094422,Fenway
Jim Roche Ice Arena,1275 VFW,Boston,MA,2132,Active,FS,Eating & Drinking,9/14/07 8:43,0,0,West Roxbury
Jimmie's Cafe,48 Corinth,Boston,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2/20/18 15:05,0,0,Roslindale
JIMMY JOHN'S,411 D,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,1/29/20 14:16,0,0,South Boston Waterfront
JIMMY JOHN'S,8 Park,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,1/29/20 14:20,42.351362,-71.06874,Downtown
Jim's Restaurant and Deli,371 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.349317,-71.154051,Brighton
JOE'S AMERICAN BAR & GRILL,100 Atlantic,Boston,MA,2111,Active,FS,Eating & Drinking,4/5/11 9:05,42.361967,-71.050671,Downtown
JOE'S AMERICAN BAR & GRILL,26 Exeter,Boston,MA,2116,Active,FS,Eating & Drinking,4/5/11 9:00,42.35061,-71.07967,Back Bay
Joe's Famous Subs & Pizza,140 Dudley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,42.329035,-71.08372,Roxbury
JOEY'S FUN FOODS,100-199 Faneuil Hall Market,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,4/20/07 9:25,0,0,Downtown
JOHN B. HYNES VET. MEM. CTR.,880 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,5/26/10 12:48,42.34753,-71.08411,Back Bay
Johnnies On The Side,138 Portland,Boston,MA,2114,Active,FS,Eating & Drinking,3/18/08 15:13,0,0,West End
JOHNNY'S PIZZA & SUBS,1917 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/9/14 13:17,42.285213,-71.064638,Dorchester
Johnny's Takeaway,168 Spring,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,11/15/17 11:01,0,0,West Roxbury
Jones Day 21st Floor,100 High,Boston,MA,2110,Active,FS,Eating & Drinking,1/2/20 12:59,42.354448,-71.05536,Downtown
Jonquils Cafe,125 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,10/18/18 14:03,42.35141,-71.07664,Back Bay
Jook Sing Cafe,177 Harrison,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.349154,-71.062307,Chinatown
Joseph's Pizza & Sub Shop,1200 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.283445,-71.091398,Mattapan
Joseph's Pizzeria,8 Huntington,Mission Hill,MA,2130,Active,FS,Eating & Drinking,1/2/18 8:26,42.331757,-71.111738,Mission Hill
JP Kitchen,3510 Washington,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,7/24/18 9:42,42.30583,-71.10785,Jamaica Plain
JP LICKS,173 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,4/3/18 11:33,42.35072,-71.07921,Back Bay
JP LICKS @ BRIGHAM CIRCLE,1618 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.333351,-71.10442,Mission Hill
JP Licks @ West Broadway,397 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,4/3/18 11:43,42.337087,-71.048579,South Boston
J-Pizzle Kitchen,536 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,8/8/18 13:18,42.31686,-71.11327,Jamaica Plain
J'S CAFE @BOS. W & S,980 Harrison,Roxbury,MA,2119,Active,FS,Eating & Drinking,12/7/06 13:36,42.330692,-71.079283,Roxbury
Jugos,502 Massachusetts,Roxbury,MA,2118,Active,FS,Eating & Drinking,1/10/17 11:05,42.339274,-71.079989,Roxbury
Jugos Juice Boston @ MBTA,145 Dartmouth,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2/3/12 9:19,42.34738,-71.07484,Back Bay
Juice Press,131 Dartmouth,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,1/27/17 11:37,42.34682,-71.07543,Back Bay
Juice Press,225 Franklin,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2/8/17 15:40,42.356135,-71.054068,Downtown
Juice Press,23 Northern,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,12/20/18 14:26,0,0,South Boston Waterfront
Juice Press,99 Seaport,Boston,MA,2210,Active,FS,Eating & Drinking,7/21/16 11:04,0,0,South Boston Waterfront
Juicy Greens,61 South,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,8/2/17 10:55,42.30769,-71.11576,Jamaica Plain
Juicy Spot,16 Tyler,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,8/8/16 13:13,42.3508,-71.06052,Chinatown
JuicyGreens at the Hub- K14,80 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/14/20 15:57,0,0,West End
Jump On In,100 Holton,Brighton,MA,2135,Active,FS,Eating & Drinking,1/2/18 14:44,0,0,Brighton
Just Thai,1512 Dorchester,Dorchester,MA,2122,Active,FS,Eating & Drinking,9/10/20 8:49,42.29912,-71.06032,Dorchester
Kaju,636 Beacon,Boston,MA,2215,Active,FS,Eating & Drinking,11/13/17 10:30,0,0,Fenway
Kaju Tofu House,56 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,12/16/11 10:41,42.354326,-71.132221,Allston
Kala Thai Cookery,120 Blackstone,Boston,MA,2108,Active,FS,Eating & Drinking,6/26/18 14:59,0,0,Beacon Hill
KALIHARI GRILL,1 Circuit,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.32318,-71.08645,Roxbury
Kane's Donuts,1 International,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,8/8/14 10:34,0,0,Downtown
KANTIN,1 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.352411,-71.125329,Allston
KAO BBQ,75 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,6/18/20 10:28,42.353624,-71.132412,Allston
Kapow,2257 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,6/6/13 8:05,42.273398,-71.067948,Mattapan
Kava Neo Taverna,315 Shawmut,Roxbury,MA,2118,Active,FS,Eating & Drinking,3/2/16 8:35,42.34234,-71.070529,South End
Kaze Shabu Shabu,41 Essex,Boston,MA,2111,Active,FS,Eating & Drinking,8/23/07 15:01,42.35235,-71.06158,Chinatown
Kelleher's Bar and Grille,1410 Centre,Roslindale,MA,2131,Active,FS,Eating & Drinking,10/27/09 8:51,42.293937,-71.13618,Roslindale
KELLEY'S SQ. PUB,84 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.376231,-71.035629,East Boston
Kelly's Roast Beef @BOS,200 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,7/12/18 11:03,0,0,East Boston
Kentucky Fried Chicken,465 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,3/25/11 14:33,42.295093,-71.072339,Dorchester
Kentucky Fried Chicken,5318 Washington,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,3/25/11 14:36,42.25787,-71.1608,West Roxbury
Kentucky Fried Chicken,625 American Legion,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,3/25/11 14:11,42.28559,-71.11089,Roslindale
Kentucky Fried Chicken,695 Columbia,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,3/25/11 14:27,42.31997,-71.061799,Dorchester
KFC,30 Beacon,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,11/15/11 13:28,42.35359,-71.13892,Allston
Khadija's  Express Cafe,1127 Harrison,Roxbury,MA,2119,Active,FS,Eating & Drinking,3/21/18 12:40,42.330446,-71.08203,Roxbury
Kimchipapi Kitchen,81 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,11/22/17 10:20,0,0,Allston
KING AND I CORP.,145 Charles,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:34,42.360364,-71.070575,Beacon Hill
King Do,1225 Dorchester,Dorchester,MA,2125,Active,FS,Eating & Drinking,4/2/10 9:15,42.308959,-71.058405,Dorchester
King Fried Chicken,128 Harvard,Boston,MA,2124,Active,FT,Eating & Drinking w/ Take Out,2/24/21 13:12,0,0,Dorchester
Kings Bowl Seaport,60 Seaport,Boston,MA,2210,Active,FS,Eating & Drinking,2/14/17 11:25,0,0,South Boston Waterfront
KING'S LANE LOUNGE & BILLIARDS,50 Dalton,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:35,42.347065,-71.085643,Back Bay
Kiosk @ WGBH,1 guest,Brighton,MA,2135,Active,FS,Eating & Drinking,6/5/07 9:45,0,0,Brighton
KIPO'S PIZZERIA RESTAURANT,106 Bunker Hill,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.377447,-71.058588,Charlestown
Kneeland Cafe,75 Kneeland,Boston,MA,2111,Active,FS,Eating & Drinking,1/2/20 12:40,42.350178,-71.06061,Chinatown
Knockout North End,89 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,5/3/18 14:21,0,0,North End
KO Catering and Pies,256 Marginal,East Boston,MA,2128,Active,FS,Eating & Drinking,5/22/12 12:45,42.364227,-71.032549,East Boston
Kohi Coffee Company,100 Guest,Brighton,MA,2135,Active,FS,Eating & Drinking,2/6/17 14:12,42.357446,-71.144675,Brighton
Kohi Coffee Company,125 Summer,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,4/2/18 12:50,0,0,Downtown
Kohi Coffee Company,40 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,8/27/21 9:50,42.34594,-71.0709,Back Bay
Korean Garden Restaurant,122 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,10/24/08 15:42,42.352431,-71.131711,Allston
Koy,16 North,Boston,MA,2109,Active,FS,Eating & Drinking,8/18/14 13:26,0,0,Downtown
Krasi,48 Gloucester,Boston,MA,2115,Active,FS,Eating & Drinking,4/29/19 10:36,42.348681,-71.084102,Back Bay
Kuizinn Lakay Plus,1672 Blue Hill,Mattapan,MA,2126,Active,FS,Eating & Drinking,5/10/18 10:18,42.267624,-71.093257,Mattapan
Kung Fu Tea,1 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2/8/18 15:02,42.352411,-71.125329,Allston
Kung Fu Tea,125 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,10/19/12 14:58,42.35225,-71.132078,Allston
Kung Fu Tea,1916B Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,8/18/14 13:22,0,0,Brighton
Kung Fu Tea @ Mass. Ave.,334 Massachusetts,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,7/23/13 14:31,42.34261,-71.084169,Fenway
Kured,83 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,3/1/21 15:18,42.35847,-71.07047,Beacon Hill
Kwench Juice Cafe,230 Congress,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/16/16 9:02,0,0,Downtown
L STREET DINER,108 L,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.334052,-71.035091,South Boston
L STREET TAVERN,195 L,South Boston,MA,2127,Active,FS,Eating & Drinking,12/7/06 13:34,42.331583,-71.03505,South Boston
L.A. Burdick Chocolate,224 Clarendon,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,7/30/11 13:41,42.351219,-71.075653,Back Bay
L5B1,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:32,0,0,Fenway
L5B3,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:34,0,0,Fenway
L5C1,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:29,0,0,Fenway
L5C3,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:31,0,0,Fenway
La Abundancia Bakery  Corporation,59 Meridian,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/3/14 13:33,0,0,East Boston
La Baguette Marche,300 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,7/17/15 9:00,0,0,East Boston
La Baguette Marche Express,300 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,7/17/15 9:03,0,0,East Boston
La Be Fana Pizzeria,15 Beacon,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,6/5/14 8:21,42.35425,-71.13765,Allston
La Cancun,190H Sumner,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/13/12 9:35,42.369262,-71.040128,East Boston
La Casa del Pan Debono,271 Meridian,East Boston,MA,2128,Active,FS,Eating & Drinking,1/29/19 14:13,42.3763,-71.038959,East Boston
La Catrina,1620 Commonwealth,Brighton,MA,2135,Active,FS,Eating & Drinking,5/31/19 9:52,0,0,Brighton
LA CHIVA RESTAURANT,259 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,11/27/18 12:11,42.37825,-71.02954,East Boston
La Colombe Torrefaction,23 Northern,Boston,MA,2210,Active,FS,Eating & Drinking,6/7/17 11:27,0,0,South Boston Waterfront
La Cuchara Restaurant,381 Blue Hill,Boston,MA,2121,Active,FT,Eating & Drinking w/ Take Out,10/28/19 12:49,0,0,Roxbury
La Esquina Restaurant,624 Blue Hill,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,5/31/19 9:45,42.302878,-71.085018,Dorchester
LA FAMIGLIA RISTORANTE,112 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,42.36455,-71.05571,Downtown
La Fonda Colombiana,972 Saratoga,East Boston,MA,2128,Active,FS,Eating & Drinking,3/12/20 9:08,42.387091,-71.00758,East Boston
La Gran Manzana,22 William C Kelly,East Boston,MA,2128,Active,FS,Eating & Drinking,6/4/14 8:50,42.375177,-71.0386,East Boston
La Hacienda Restaurant Bar,148 Meridian,EAST BOSTON,MA,2128,Active,FS,Eating & Drinking,7/1/08 11:19,0,0,East Boston
La La Restaurant,792 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,3/25/16 14:48,42.283811,-71.07134,Dorchester
La Lechonera Restaurant,342 Cummins,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,11/24/15 12:42,42.2788,-71.11601,Roslindale
La Mamma Pizza And More,190 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,5/31/07 11:59,42.35303,-71.1339,Allston
La Neta,255 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,9/19/18 10:04,42.34968,-71.08305,Back Bay
La Parada Dominican Kitchen,3094 Washington,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,10/13/20 13:47,0,0,Roxbury
La Parrilla,299 Hancock,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,8/18/16 15:19,42.308104,-71.058789,Dorchester
La Patrona Mexican Grill,360 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,10/6/20 9:06,42.32229,-71.10776,Jamaica Plain
LA REINA,80 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.37608,-71.0361,East Boston
LA SULTANA BAKERY,40 MAVERICK,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,0,0,East Boston
LA SUMMA,26 Fleet,Boston,MA,2113,Active,FS,Eating & Drinking,3/25/07 15:26,42.36459,-71.05254,Downtown
La Taqueria,632 Hyde Park,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,11/7/16 13:02,42.278703,-71.118942,Roslindale
LA TERRAZA RESTAURANT,19 Bennington,East Boston,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:36,42.375103,-71.037993,East Boston
La Voile Brasserie,257 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,10/18/07 8:14,42.34966,-71.08314,Back Bay
LaColombe Torrefaction Inc.,745 Atlantic,Boston,MA,2111,Active,FS,Eating & Drinking,3/18/16 8:15,42.35031,-71.0571,Downtown
Land of Fire Pizzeria,1696 Commonwealth,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,8/11/21 14:34,42.341227,-71.146549,Brighton
Land of Pizza,445 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,1/6/09 10:18,42.33601,-71.04691,South Boston
LANDMARK @ LONGWOOD,63 PARKER HILL ,BOSTON,MA,2120,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,Roxbury
Landmark Public House,772 Adams,Dorchester,MA,2124,Active,FS,Eating & Drinking,7/12/16 15:25,0,0,Dorchester
Lani's Pizza,1288 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,2/24/16 10:21,42.279782,-71.09262,Mattapan
Lanta Asian Cuisine,38 Batterymarch,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,11/29/12 9:46,42.357589,-71.053939,Downtown
LARRY J'S BBQ CAFE,600 D,South Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,6/27/12 13:06,0,0,South Boston
