"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location","Neighbourhood"
"39031","I152065644",1842,"Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","B3",440,"","8/8/15 18:14",2015,8,"Saturday",18,"Part Two","AMES ST",42.29073587,-71.08650188,"(42.29073587, -71.08650188)","#N/A"
"4098","I152104044",3501,"Missing Person Reported","MISSING PERSON","E18",940,"","12/18/15 17:50",2015,12,"Friday",17,"Part Three","BOW ST",42.24410679,-71.11786345,"(42.24410679, -71.11786345)","Hyde Park"
"51346","I152051953",617,"Larceny","LARCENY THEFT FROM BUILDING","E13",635,"","6/23/15 13:30",2015,6,"Tuesday",13,"Part One","MORAINE ST",42.31987416,-71.11480652,"(42.31987416, -71.11480652)","Jamaica Plain"
"31132","I152074402",3208,"Property Lost","PROPERTY - MISSING","C11",355,"","9/7/15 20:00",2015,9,"Monday",20,"Part Three","GIBSON ST",42.29807163,-71.05771622,"(42.29807163, -71.05771622)","Dorchester"
"48449","I152055190",3410,"Towed","TOWED MOTOR VEHICLE","D4",138,"","7/4/15 13:44",2015,7,"Saturday",13,"Part Three","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)","Back Bay"
"37632","I152067176",2610,"Other","TRESPASSING","C6",172,"","8/14/15 9:56",2015,8,"Friday",9,"Part Two","BRADSTON ST",42.332354,-71.07138696,"(42.33235400, -71.07138696)","Roxbury"
"8830","I152098743",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4",143,"","11/29/15 11:45",2015,11,"Sunday",11,"Part One","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)","Back Bay"
"12018","I152095274",3115,"Investigate Person","INVESTIGATE PERSON","D14",771,"","11/16/15 8:20",2015,11,"Monday",8,"Part Three","UNION ST",42.34609429,-71.15245622,"(42.34609429, -71.15245622)","Brighton"
"17354","I152089302",3207,"Property Found","PROPERTY - FOUND","C11",385,"","10/27/15 2:30",2015,10,"Tuesday",2,"Part Three","GALLIVAN BLVD",42.285283,-71.043443,"(42.28528300, -71.04344300)","Dorchester"
"3523","I152104672",619,"Larceny","LARCENY ALL OTHERS","E13",578,"","12/18/15 12:00",2015,12,"Friday",12,"Part One","SHERIDAN ST",42.31916141,-71.105923,"(42.31916141, -71.10592300)","Jamaica Plain"
"11111","I152096237",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A7",NA,"","11/20/15 2:46",2015,11,"Friday",2,"Part Three","",NA,NA,"(0.00000000, 0.00000000)","0"
"38326","I152066438",619,"Larceny","LARCENY ALL OTHERS","C6",221,"","8/11/15 7:00",2015,8,"Tuesday",7,"Part One","E SECOND ST",42.33719922,-71.0425015,"(42.33719922, -71.04250150)","South Boston"
"46302","I152057674",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A7",17,"","7/12/15 22:46",2015,7,"Sunday",22,"Part Three","CHELSEA ST",42.3786229,-71.0286211,"(42.37862290, -71.02862110)","East Boston"
"45742","I152058280",3125,"Warrant Arrests","WARRANT ARREST","A1",111,"","7/14/15 19:14",2015,7,"Tuesday",19,"Part Three","TREMONT ST",42.35428377,-71.06380404,"(42.35428377, -71.06380404)","Downtown"
"15632","I152091216",1503,"Firearm Violations","WEAPON - OTHER - CARRYING / POSSESSING, ETC","B2",183,"","11/3/15 11:30",2015,11,"Tuesday",11,"Part Two","DUDLEY ST",42.32046979,-71.0716195,"(42.32046979, -71.07161950)","Dorchester"
"51878","I152051256",3301,"Verbal Disputes","VERBAL DISPUTE","E18",537,"","6/20/15 23:27",2015,6,"Saturday",23,"Part Three","RALDNE RD",42.25503605,-71.14074664,"(42.25503605, -71.14074664)","Hyde Park"
"45035","I152059056",3130,"Search Warrants","SEARCH WARRANT","D14",809,"","7/17/15 11:37",2015,7,"Friday",11,"Part Three","LINCOLN ST",42.35749493,-71.13708902,"(42.35749493, -71.13708902)","Allston"
"1452","I152106978",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","E13",645,"","12/28/15 12:10",2015,12,"Monday",12,"Part One","HARRIS AVE",42.31089604,-71.11333253,"(42.31089604, -71.11333253)","Jamaica Plain"
"45357","I152058706",619,"Larceny","LARCENY ALL OTHERS","D4",271,"","7/15/15 15:13",2015,7,"Wednesday",15,"Part One","HARRISON AVE",42.33401829,-71.07638124,"(42.33401829, -71.07638124)","Roxbury"
"22855","I152083335",3125,"Warrant Arrests","WARRANT ARREST","B2",309,"","10/7/15 12:11",2015,10,"Wednesday",12,"Part Three","CLIFFORD ST",42.32075086,-71.08171442,"(42.32075086, -71.08171442)","Dorchester"
"31280","I152074247",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D4",NA,"","9/6/15 14:30",2015,9,"Sunday",14,"Part Two","",NA,NA,"(0.00000000, 0.00000000)","0"
"41684","I152062805",3502,"Missing Person Located","MISSING PERSON - LOCATED","C11",358,"","7/29/15 22:15",2015,7,"Wednesday",22,"Part Three","LARCHMONT ST",42.29703368,-71.06860662,"(42.29703368, -71.06860662)","Dorchester"
"34894","I152070249",617,"Larceny","LARCENY THEFT FROM BUILDING","B2",310,"","8/24/15 20:30",2015,8,"Monday",20,"Part One","MARTIN LUTHER KING JR BLV",42.31847226,-71.08409289,"(42.31847226, -71.08409289)","Dorchester"
"32328","I152073088",1831,"Drug Violation","DRUGS - SICK ASSIST - OTHER NARCOTIC","C6",230,"","9/2/15 22:47",2015,9,"Wednesday",22,"Part Two","K ST",42.33329364,-71.0373591,"(42.33329364, -71.03735910)","South Boston"
"40041","I152064602",613,"Larceny","LARCENY SHOPLIFTING","D4",143,"","8/5/15 9:41",2015,8,"Wednesday",9,"Part One","HUNTINGTON AVE",42.34749899,-71.07925506,"(42.34749899, -71.07925506)","Back Bay"
"10248","I152097176",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","E18",961,"","11/17/15 12:30",2015,11,"Tuesday",12,"Part One","SUMMER ST",42.25716913,-71.12530617,"(42.25716913, -71.12530617)","Hyde Park"
"18515","I152088064",727,"Auto Theft","AUTO THEFT - LEASED/RENTED VEHICLE","C11",254,"","8/20/15 8:00",2015,8,"Thursday",8,"Part One","FREEPORT ST",NA,NA,"(0.00000000, 0.00000000)","0"
"33317","I152071403",724,"Auto Theft","AUTO THEFT","C11",393,"","8/24/15 13:39",2015,8,"Monday",13,"Part One","DORCHESTER AVE",42.28717863,-71.06390668,"(42.28717863, -71.06390668)","Dorchester"
"44977","I152059116",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",594,"","7/11/15 12:00",2015,7,"Saturday",12,"Part One","MASSACHUSETTS AVE",42.34186952,-71.0837219,"(42.34186952, -71.08372190)","Fenway"
"18533","I152088044",301,"Robbery","ROBBERY - STREET","D14",799,"","10/22/15 23:50",2015,10,"Thursday",23,"Part One","ASHFORD ST",42.35434576,-71.1251569,"(42.35434576, -71.12515690)","Allston"
"37738","I152067065",1810,"Drug Violation","DRUGS - SALE / MANUFACTURING","C6",915,"","8/13/15 19:46",2015,8,"Thursday",19,"Part Two","COLUMBIA RD",42.330251,-71.05028,"(42.33025100, -71.05028000)","South Boston"
"23753","I152082351",619,"Larceny","LARCENY ALL OTHERS","A7",824,"","10/3/15 23:26",2015,10,"Saturday",23,"Part One","PRINCETON ST",42.37846079,-71.03345662,"(42.37846079, -71.03345662)","East Boston"
"4401","I152103714",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A15",54,"","12/16/15 12:30",2015,12,"Wednesday",12,"Part Three","BUNKER HILL ST",42.38071612,-71.06618258,"(42.38071612, -71.06618258)","Charlestown"
"32712","I152072674",3115,"Investigate Person","INVESTIGATE PERSON","E5",821,"","9/1/15 17:29",2015,9,"Tuesday",17,"Part Three","ROCKLAND ST",42.25839135,-71.15932285,"(42.25839135, -71.15932285)","West Roxbury"
"15159","I152091723",3301,"Verbal Disputes","VERBAL DISPUTE","B2",326,"","11/4/15 19:52",2015,11,"Wednesday",19,"Part Three","FAYSTON ST",42.31224327,-71.07549901,"(42.31224327, -71.07549901)","Dorchester"
"27323","I152078509",617,"Larceny","LARCENY THEFT FROM BUILDING","C6",175,"","9/17/15 8:00",2015,9,"Thursday",8,"Part One","SOUTHAMPTON ST",42.33210843,-71.07014395,"(42.33210843, -71.07014395)","Roxbury"
"34613","I152070546",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3",363,"","8/25/15 16:21",2015,8,"Tuesday",16,"Part One","",NA,NA,"(0.00000000, 0.00000000)","0"
"31636","I152073832",706,"Auto Theft","AUTO THEFT - MOTORCYCLE / SCOOTER","B2",613,"","9/4/15 16:00",2015,9,"Friday",16,"Part One","PILGRIM RD",42.33806782,-71.10978197,"(42.33806782, -71.10978197)","#N/A"
"42092","I152062377",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D14",776,"","7/28/15 14:21",2015,7,"Tuesday",14,"Part Three","COMMONWEALTH AVE",42.3418213,-71.14644942,"(42.34182130, -71.14644942)","Brighton"
"50826","I152052528",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B2",321,"","6/25/15 10:51",2015,6,"Thursday",10,"Part Three","BLUE HILL AVE",42.30989454,-71.08231854,"(42.30989454, -71.08231854)","Dorchester"
"15710","I152091135",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E13",509,"","11/2/15 15:30",2015,11,"Monday",15,"Part Three","LELAND ST",42.29725632,-71.11251296,"(42.29725632, -71.11251296)","Jamaica Plain"
"53337","I152006153-00",1849,"Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","C6",179,"","9/16/15 11:30",2015,9,"Wednesday",11,"Part Two","MASSACHUSETTS AVE",42.332531,-71.07213,"(42.33253100, -71.07213000)","Roxbury"
"39208","I152065462",3114,"Investigate Property","INVESTIGATE PROPERTY","B3",444,"","8/8/15 0:54",2015,8,"Saturday",0,"Part Three","ABBOT ST",42.29766924,-71.08697895,"(42.29766924, -71.08697895)","#N/A"
"24990","I152081040",2907,"Violations","VAL - OPERATING AFTER REV/SUSP.","B2",282,"","9/29/15 11:25",2015,9,"Tuesday",11,"Part Two","DUDLEY ST",42.32863035,-71.08376536,"(42.32863035, -71.08376536)","Roxbury"
"35425","I152069643",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B3",463,"","8/22/15 14:39",2015,8,"Saturday",14,"Part Three","BLUE HILL AVE",42.29330376,-71.0885899,"(42.29330376, -71.08858990)","#N/A"
"3886","I152104282",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A1",77,"","12/18/15 10:10",2015,12,"Friday",10,"Part Three","NEW CHARDON ST",42.36177827,-71.06262874,"(42.36177827, -71.06262874)","Downtown"
"12458","I152094774",3115,"Investigate Person","INVESTIGATE PERSON","A1",127,"","11/14/15 21:51",2015,11,"Saturday",21,"Part Three","OAK ST W",42.34852699,-71.06486875,"(42.34852699, -71.06486875)","#N/A"
"51172","I152052150",540,"Commercial Burglary","BURGLARY - COMMERICAL - FORCE","D4",137,"","6/24/15 6:39",2015,6,"Wednesday",6,"Part One","GLOUCESTER ST",42.34935318,-71.08423015,"(42.34935318, -71.08423015)","Back Bay"
"29563","I152076102",1844,"Drug Violation","DRUGS - POSS CLASS C","E18",542,"","9/13/15 12:11",2015,9,"Sunday",12,"Part Two","BUSINESS ST",42.25442915,-71.1263254,"(42.25442915, -71.12632540)","Hyde Park"
"24803","I152081231",3810,"Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING  BICYCLE - INJURY","D4",NA,"","9/29/15 9:00",2015,9,"Tuesday",9,"Part Three","",NA,NA,"(0.00000000, 0.00000000)","0"
"46127","I152057859",1402,"Vandalism","VANDALISM","B2",265,"","7/13/15 10:25",2015,7,"Monday",10,"Part Two","CLIFFORD ST",42.31985444,-71.07972518,"(42.31985444, -71.07972518)","Dorchester"
"48526","I152055103",1830,"Drug Violation","DRUGS - SICK ASSIST - HEROIN","B2",281,"","7/4/15 0:14",2015,7,"Saturday",0,"Part Two","GREENVILLE ST",42.32821952,-71.08082768,"(42.32821952, -71.08082768)","Dorchester"
"13459","I152093658",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","A1",115,"","11/11/15 11:47",2015,11,"Wednesday",11,"Part Three","BEACH ST",42.35091932,-71.05854263,"(42.35091932, -71.05854263)","Downtown"
"18497","I152088086",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","A1",173,"","10/23/15 14:00",2015,10,"Friday",14,"Part Two","ATLANTIC AVE",42.35218278,-71.0556788,"(42.35218278, -71.05567880)","Downtown"
"36358","I152068593",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","A7",28,"","8/19/15 8:33",2015,8,"Wednesday",8,"Part Two","MERIDIAN ST",42.37048009,-71.03896684,"(42.37048009, -71.03896684)","East Boston"
"33560","I152071719",3301,"Verbal Disputes","VERBAL DISPUTE","B2",318,"","8/29/15 12:32",2015,8,"Saturday",12,"Part Three","HUTCHINGS ST",42.31026891,-71.08931055,"(42.31026891, -71.08931055)","Roxbury"
"43299","I152060981",3115,"Investigate Person","INVESTIGATE PERSON","B3",908,"","7/23/15 12:00",2015,7,"Thursday",12,"Part Three","SHANDON RD",42.29611583,-71.09121958,"(42.29611583, -71.09121958)","#N/A"
"8193","I152099479",521,"Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","E18",495,"","12/2/15 10:34",2015,12,"Wednesday",10,"Part One","METROPOLITAN AVE",42.26511445,-71.11805743,"(42.26511445, -71.11805743)","Hyde Park"
"16369","I152090394",3502,"Missing Person Located","MISSING PERSON - LOCATED","B3",446,"","10/31/15 20:42",2015,10,"Saturday",20,"Part Three","ATHELWOLD ST",42.29603943,-71.07717023,"(42.29603943, -71.07717023)","Dorchester"
"46537","I152057402",2610,"Other","TRESPASSING","A1",102,"","7/11/15 22:45",2015,7,"Saturday",22,"Part Two","TREMONT ST",42.35637531,-71.06213513,"(42.35637531, -71.06213513)","Downtown"
"48975","I152054614",1844,"Drug Violation","DRUGS - POSS CLASS C","C6",172,"","7/2/15 12:14",2015,7,"Thursday",12,"Part Two","MASSACHUSETTS AVE",42.33152148,-71.07085307,"(42.33152148, -71.07085307)","Roxbury"
"28749","I152076966",3301,"Verbal Disputes","VERBAL DISPUTE","D4",154,"","9/16/15 10:37",2015,9,"Wednesday",10,"Part Three","CONCORD SQ",42.34131756,-71.07878424,"(42.34131756, -71.07878424)","South End"
"15145","I152091743",361,"Robbery","ROBBERY - OTHER","D4",625,"","11/4/15 22:39",2015,11,"Wednesday",22,"Part One","PARK DR",42.34241506,-71.09521114,"(42.34241506, -71.09521114)","Fenway"
"34092","I152071147",617,"Larceny","LARCENY THEFT FROM BUILDING","B3",423,"","8/27/15 16:52",2015,8,"Thursday",16,"Part One","RIDGEVIEW AVE",42.27373497,-71.08468924,"(42.27373497, -71.08468924)","Mattapan"
"36128","I152068852",522,"Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","D14",807,"","8/19/15 23:30",2015,8,"Wednesday",23,"Part One","DUVAL ST",42.36038437,-71.14005529,"(42.36038437, -71.14005529)","Allston"
"34444","I152070738",3201,"Property Lost","PROPERTY - LOST","B2",289,"","8/26/15 0:00",2015,8,"Wednesday",0,"Part Three","SCHROEDER PLZ",42.33367922,-71.09187755,"(42.33367922, -71.09187755)","Roxbury"
"46913","I152056965",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4",162,"","7/10/15 12:00",2015,7,"Friday",12,"Part One","WASHINGTON ST",42.34432514,-71.06571148,"(42.34432514, -71.06571148)","South End"
"24250","I152081829",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14",754,"","9/30/15 20:00",2015,9,"Wednesday",20,"Part Three","TREMONT ST",42.35115368,-71.17291563,"(42.35115368, -71.17291563)","#N/A"
"51971","I152051141",2914,"Violations","VAL - OPERATING W/O AUTHORIZATION LAWFUL","C6",921,"","6/20/15 14:19",2015,6,"Saturday",14,"Part Two","H ST",42.33094957,-71.04139054,"(42.33094957, -71.04139054)","South Boston"
"24986","I152081043",3115,"Investigate Person","INVESTIGATE PERSON","D4",621,"","9/29/15 11:57",2015,9,"Tuesday",11,"Part Three","COMMONWEALTH AVE",42.34921756,-71.09099585,"(42.34921756, -71.09099585)","Fenway"
"24853","I152081180",1402,"Vandalism","VANDALISM","E13",946,"","9/29/15 7:00",2015,9,"Tuesday",7,"Part Two","METCALF CT",42.30536762,-71.115715,"(42.30536762, -71.11571500)","Jamaica Plain"
"1993","I152106352",724,"Auto Theft","AUTO THEFT","E13",582,"","12/24/15 20:00",2015,12,"Thursday",20,"Part One","ROUND HILL ST",42.32350738,-71.10485922,"(42.32350738, -71.10485922)","Jamaica Plain"
"32728","I152072660",2647,"Other","THREATS TO DO BODILY HARM","B2",282,"","9/1/15 17:14",2015,9,"Tuesday",17,"Part Two","WASHINGTON ST",42.32866284,-71.08563401,"(42.32866284, -71.08563401)","Roxbury"
"9067","I152098482",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","E13",606,"","11/25/15 14:00",2015,11,"Wednesday",14,"Part One","S HUNTINGTON AVE",42.33136931,-71.11185116,"(42.33136931, -71.11185116)","Mission Hill"
"13695","I152093380",617,"Larceny","LARCENY THEFT FROM BUILDING","C11",253,"","10/1/15 12:00",2015,10,"Thursday",12,"Part One","PARK ST",42.30247547,-71.05307083,"(42.30247547, -71.05307083)","Dorchester"
"30362","I152075224",542,"Commercial Burglary","BURGLARY - COMMERICAL - NO FORCE","D4",620,"","9/10/15 12:17",2015,9,"Thursday",12,"Part One","BOYLSTON ST",42.34710196,-71.08841746,"(42.34710196, -71.08841746)","Back Bay"
"20506","I152085890",2646,"Liquor Violation","LIQUOR - DRINKING IN PUBLIC","A1",109,"","10/16/15 1:04",2015,10,"Friday",1,"Part Two","FRANKLIN ST",42.35706352,-71.05308003,"(42.35706352, -71.05308003)","Downtown"
"17092","I152089597",1201,"Embezzlement","EMBEZZLEMENT","C6",226,"","10/29/15 4:23",2015,10,"Thursday",4,"Part Two","E BROADWAY",42.33561661,-71.03641895,"(42.33561661, -71.03641895)","South Boston"
"5927","I152102022",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",400,"","12/10/15 13:45",2015,12,"Thursday",13,"Part Three","ROSLIN ST",42.286304,-71.07071585,"(42.28630400, -71.07071585)","Dorchester"
"14316","I152092674",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D14",796,"","11/8/15 0:10",2015,11,"Sunday",0,"Part Two","HARVARD AVE",42.35204779,-71.13180684,"(42.35204779, -71.13180684)","Allston"
"34292","I152070906",2647,"Other","THREATS TO DO BODILY HARM","E13",640,"","8/26/15 19:42",2015,8,"Wednesday",19,"Part Two","LAMARTINE TER",42.31396707,-71.10719819,"(42.31396707, -71.10719819)","Jamaica Plain"
"10689","I152096698",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3",427,"","11/21/15 14:39",2015,11,"Saturday",14,"Part One","BLUE HILL AVE",42.2777688,-71.09334841,"(42.27776880, -71.09334841)","Mattapan"
"13119","I152094020",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C11",336,"","11/12/15 14:15",2015,11,"Thursday",14,"Part Two","BOWDOIN ST",42.30536545,-71.06812632,"(42.30536545, -71.06812632)","Dorchester"
"5951","I152101997",3502,"Missing Person Located","MISSING PERSON - LOCATED","B2",611,"","12/9/15 17:00",2015,12,"Wednesday",17,"Part Three","KEMPTON ST",42.33452184,-71.10774628,"(42.33452184, -71.10774628)","Mission Hill"
"5944","I152102003",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1",119,"","12/1/15 11:45",2015,12,"Tuesday",11,"Part Three","BEACON ST",42.35715749,-71.06506539,"(42.35715749, -71.06506539)","Beacon Hill"
"13144","I152093989",1001,"Counterfeiting","FORGERY / COUNTERFEITING","B3",444,"","11/12/15 14:55",2015,11,"Thursday",14,"Part Two","ABBOT ST",42.29686162,-71.08584183,"(42.29686162, -71.08584183)","Dorchester"
"43105","I152061210",2660,"Other","OTHER OFFENSE","D14",771,"","7/24/15 13:20",2015,7,"Friday",13,"Part Two","WASHINGTON ST",42.3491109,-71.15527344,"(42.34911090, -71.15527344)","Brighton"
"34532","I152070640",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C11",342,"","8/26/15 1:47",2015,8,"Wednesday",1,"Part Two","BOWDOIN ST",42.30442822,-71.06946608,"(42.30442822, -71.06946608)","Dorchester"
"20724","I152085643",3810,"Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING  BICYCLE - INJURY","B2",NA,"","10/15/15 7:55",2015,10,"Thursday",7,"Part Three","COLUMBUS AVE",NA,NA,"(0.00000000, 0.00000000)","0"
"18638","I152087927",1843,"Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","B2",264,"","10/23/15 4:40",2015,10,"Friday",4,"Part Two","JULIAN ST",42.31940749,-71.07567842,"(42.31940749, -71.07567842)","Dorchester"
"43240","I152061054",1402,"Vandalism","VANDALISM","D4",270,"","7/24/15 1:30",2015,7,"Friday",1,"Part Two","ALBANY ST",42.33241896,-71.07501315,"(42.33241896, -71.07501315)","Roxbury"
"41299","I152063220",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","A1",74,"","7/31/15 14:07",2015,7,"Friday",14,"Part Three","CAUSEWAY ST",42.363904,-71.063345,"(42.36390400, -71.06334500)","Downtown"
"13971","I152093070",2612,"Fire Related Reports","FIRE REPORT/ALARM - FALSE","D4",167,"","11/9/15 11:10",2015,11,"Monday",11,"Part Two","HARRISON AVE",42.33954199,-71.06940877,"(42.33954199, -71.06940877)","Roxbury"
"36345","I152068611",617,"Larceny","LARCENY THEFT FROM BUILDING","B3",474,"","8/19/15 10:13",2015,8,"Wednesday",10,"Part One","CUMMINS HWY",42.2711941,-71.10398639,"(42.27119410, -71.10398639)","#N/A"
"17744","I152088891",3201,"Property Lost","PROPERTY - LOST","A1",93,"","10/24/15 0:00",2015,10,"Saturday",0,"Part Three","FANEUIL HALL SQ",42.36020464,-71.05620816,"(42.36020464, -71.05620816)","Downtown"
"4671","I152103410",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",NA,"","12/14/15 15:41",2015,12,"Monday",15,"Part Three","",NA,NA,"(0.00000000, 0.00000000)","0"
"40939","I152063617",2007,"Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","C11",336,"","8/1/15 20:47",2015,8,"Saturday",20,"Part Two","NORTON ST",42.30626521,-71.06864556,"(42.30626521, -71.06864556)","Dorchester"
"41812","I152062670",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","D4",NA,"","7/29/15 15:31",2015,7,"Wednesday",15,"Part Three","PUBLIC ALLEY NO 439",NA,NA,"(0.00000000, 0.00000000)","0"
"6052","I152101872",3301,"Verbal Disputes","VERBAL DISPUTE","A7",31,"","12/9/15 23:40",2015,12,"Wednesday",23,"Part Three","PORTER ST",42.37130572,-71.03293712,"(42.37130572, -71.03293712)","East Boston"
"10307","I152097110",1402,"Vandalism","VANDALISM","E13",582,"","11/23/15 8:42",2015,11,"Monday",8,"Part Two","ARKLOW ST",42.32441819,-71.10493344,"(42.32441819, -71.10493344)","Jamaica Plain"
"44683","I152059431",619,"Larceny","LARCENY ALL OTHERS","A1",102,"","6/17/15 12:00",2015,6,"Wednesday",12,"Part One","PARK ST",42.3569695,-71.06249529,"(42.35696950, -71.06249529)","Downtown"
"9913","I152097548",1300,"Recovered Stolen Property","STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING","C11",235,"","11/24/15 17:45",2015,11,"Tuesday",17,"Part Two","CARSON ST",42.32044233,-71.05367711,"(42.32044233, -71.05367711)","Dorchester"
"29203","I152076486",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",618,"","9/9/15 16:00",2015,9,"Wednesday",16,"Part One","FENWAY",42.34227908,-71.09152151,"(42.34227908, -71.09152151)","Fenway"
"5119","I152102902",2612,"Fire Related Reports","FIRE REPORT/ALARM - FALSE","D14",780,"","12/13/15 15:12",2015,12,"Sunday",15,"Part Two","GLENCOE ST",42.35519441,-71.14786584,"(42.35519441, -71.14786584)","Brighton"
"14752","I152092192",2629,"Harassment","HARASSMENT","B2",282,"","11/1/15 14:11",2015,11,"Sunday",14,"Part Two","WASHINGTON ST",42.32866284,-71.08563401,"(42.32866284, -71.08563401)","Roxbury"
"53131","I152049704",3114,"Investigate Property","INVESTIGATE PROPERTY","D4",130,"","6/15/15 19:19",2015,6,"Monday",19,"Part Three","BOYLSTON ST",42.34980175,-71.07840978,"(42.34980175, -71.07840978)","Back Bay"
"21459","I152084854",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4",618,"","10/12/15 13:00",2015,10,"Monday",13,"Part Three","HUNTINGTON AVE",42.34091586,-71.08771531,"(42.34091586, -71.08771531)","Fenway"
"16015","I152090792",3018,"Medical Assistance","SICK/INJURED/MEDICAL - POLICE","C11",340,"","11/2/15 4:49",2015,11,"Monday",4,"Part Three","DRAPER ST",42.30540715,-71.06547135,"(42.30540715, -71.06547135)","Dorchester"
"51692","I152051529",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4",270,"","6/22/15 7:46",2015,6,"Monday",7,"Part Three","HARRISON AVE",42.33401829,-71.07638124,"(42.33401829, -71.07638124)","Roxbury"
"28969","I152076729",1810,"Drug Violation","DRUGS - SALE / MANUFACTURING","C11",357,"","9/15/15 14:34",2015,9,"Tuesday",14,"Part Two","ASHMONT ST",42.28645354,-71.06203517,"(42.28645354, -71.06203517)","Dorchester"
"36792","I152068127",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","C11",235,"","8/17/15 17:28",2015,8,"Monday",17,"Part One","MOSELEY ST",42.31972204,-71.05523096,"(42.31972204, -71.05523096)","Dorchester"
"36953","I152067940",724,"Auto Theft","AUTO THEFT","B2",291,"","8/16/15 17:00",2015,8,"Sunday",17,"Part One","LINWOOD ST",42.32831844,-71.09454023,"(42.32831844, -71.09454023)","Roxbury"
"21461","I152084852",3301,"Verbal Disputes","VERBAL DISPUTE","E18",553,"","10/12/15 15:52",2015,10,"Monday",15,"Part Three","BEECHMONT ST",42.2675093,-71.12573584,"(42.26750930, -71.12573584)","Hyde Park"
"44186","I152060002",1841,"Drug Violation","DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP","C6",191,"","7/20/15 17:00",2015,7,"Monday",17,"Part Two","DORCHESTER AVE",42.3290376,-71.05694505,"(42.32903760, -71.05694505)","South Boston"
"354","I162007470",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","C11",405,"","12/4/15 14:47",2015,12,"Friday",14,"Part Two","DORCHESTER AVE",42.27504456,-71.0673131,"(42.27504456, -71.06731310)","Mattapan"
"17465","I152089194",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",315,"","10/20/15 8:00",2015,10,"Tuesday",8,"Part Three","GASTON ST",42.31355871,-71.08365033,"(42.31355871, -71.08365033)","Dorchester"
